names,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Cánh Hồng Phai,Pop/Ballad,0.716,0.402,0,-8.198,1,0.0296,0.21899999999999997,0.0,0.10400000000000001,0.315,99.973,4.035333333333333
Giúp Em Trả Lời Những Câu Hỏi,Pop/Ballad,0.5579999999999999,0.439,9,-6.227,1,0.0355,0.75,1.01e-06,0.146,0.27,144.085,4.7508
Mình Yêu Nhau Bao Lâu,Pop/Ballad,0.447,0.419,11,-8.448,0,0.0321,0.872,1.2e-06,0.273,0.358,109.389,4.08445
Người Ta Nói,Pop/Ballad,0.5379999999999999,0.442,10,-7.955,1,0.0289,0.556,4.19e-06,0.11199999999999999,0.193,119.956,3.8324
Yêu Một Người Vô Tâm (Minishow Bảo Anh),Pop/Ballad,0.478,0.37,9,-7.432,0,0.0309,0.925,0.000325,0.0834,0.342,140.043,5.0203
Anh Không Muốn Bất Công Với Em,Pop/Ballad,0.667,0.5660000000000001,3,-6.997999999999999,1,0.0287,0.327,0.0,0.222,0.345,113.881,4.453
Ngôi Nhà Hoa Hồng,Pop/Ballad,0.679,0.467,7,-6.119,1,0.0258,0.75,0.000309,0.127,0.43,99.95700000000001,4.750883333333333
Vầng Trăng Cô Đơn,Pop/Ballad,0.603,0.608,11,-5.316,1,0.0283,0.18,0.0,0.155,0.298,104.00399999999999,4.316
Cô Đơn Một Vì Sao,Pop/Ballad,0.557,0.595,8,-3.27,0,0.033,0.281,0.0,0.125,0.38,126.09899999999999,4.8892
Nụ Hồng Mong Manh,Pop/Ballad,0.521,0.319,11,-10.294,0,0.0283,0.779,0.0,0.11,0.249,78.097,6.556933333333333
Chỉ Là Em Giấu Đi,Pop/Ballad,0.45899999999999996,0.245,5,-14.027999999999999,0,0.0347,0.965,3.37e-06,0.16,0.23399999999999999,81.803,4.55755
Khóc,Pop/Ballad,0.644,0.563,6,-6.6579999999999995,0,0.0277,0.507,1.63e-06,0.0874,0.525,99.99700000000001,4.7088833333333335
Cho Em Một Lần Yêu,Pop/Ballad,0.604,0.5589999999999999,11,-6.707000000000001,0,0.0241,0.21899999999999997,0.0,0.124,0.327,103.039,3.7628833333333334
Lời Thú Tội Ngọt Ngào,Pop/Ballad,0.69,0.609,1,-6.314,1,0.027999999999999997,0.779,0.000103,0.16399999999999998,0.45899999999999996,125.98899999999999,3.164
Biệt khúc,Pop/Ballad,0.62,0.414,10,-12.273,1,0.0292,0.244,0.0,0.385,0.209,120.16,5.563116666666667
Kiếp lữ hành,Pop/Ballad,0.937,0.764,4,-6.277,0,0.065,0.0991,0.0,0.196,0.473,100.022,3.9262166666666665
Nỗi nhớ dịu êm,Pop/Ballad,0.723,0.318,0,-11.993,0,0.0291,0.6890000000000001,7.72e-06,0.14,0.311,99.99799999999999,4.721783333333334
Phong Ba Tình Đời,Pop/Ballad,0.485,0.667,10,-6.416,1,0.0526,0.127,8.09e-05,0.094,0.14800000000000002,143.674,5.022033333333333
Không Thể Ở Bên Nhau,Pop/Ballad,0.648,0.419,9,-8.17,0,0.036000000000000004,0.4,0.0,0.446,0.34299999999999997,130.139,6.625083333333333
Tình xưa nghĩ cũ 3,Pop/Ballad,0.575,0.37799999999999995,2,-9.076,0,0.0261,0.0841,0.0,0.316,0.249,82.07799999999999,3.9548833333333335
Biệt Khúc Chờ Nhau,Pop/Ballad,0.518,0.541,7,-6.15,1,0.0311,0.6729999999999999,0.0,0.0789,0.226,101.954,4.7778
Bụi Bay Vào Mắt,Pop/Ballad,0.48,0.552,9,-4.8,1,0.0288,0.626,0.0,0.265,0.547,89.865,4.3336
Cắn Rứt,Pop/Ballad,0.616,0.614,6,-6.599,0,0.0315,0.648,0.0,0.113,0.366,116.051,4.36375
Tối Đâu Muốn Khóc,Pop/Ballad,0.65,0.623,6,-3.8160000000000003,0,0.0305,0.504,0.0,0.20600000000000002,0.466,129.929,4.5940666666666665
Đau Một Lần Rồi Thôi,Pop/Ballad,0.6629999999999999,0.535,10,-5.744,1,0.0318,0.73,0.0,0.27899999999999997,0.255,121.978,4.658066666666667
Em Rất Nhớ Anh,Pop/Ballad,0.655,0.441,11,-9.647,0,0.0265,0.877,0.00107,0.184,0.301,107.963,3.8905
Con Mo Bang Gia,Pop/Ballad,0.593,0.48700000000000004,7,-6.013,0,0.0308,0.583,0.0,0.115,0.196,119.96,4.6874666666666664
Xin Loi Anh (feat. Bang Kieu),Pop/Ballad,0.374,0.287,11,-9.61,0,0.0462,0.9109999999999999,0.0,0.16399999999999998,0.151,183.327,5.48555
Tôi Đi Tìm Tôi,Pop/Ballad,0.455,0.647,5,-4.54,0,0.0291,0.0577,0.0,0.21100000000000002,0.285,170.125,5.6848
Hứa Thật Nhiều Thất Hứa Thật Nhiều,Pop/Ballad,0.617,0.649,7,-5.89,0,0.0344,0.35200000000000004,0.0,0.0999,0.332,126.035,4.0536
Kỷ Niệm Bỏ Quên,Pop/Ballad,0.602,0.5489999999999999,11,-5.757999999999999,0,0.026000000000000002,0.5720000000000001,0.0,0.128,0.33299999999999996,99.59700000000001,4.6716
Vì Một Người Ra Đi,Pop/Ballad,0.6579999999999999,0.53,5,-7.03,1,0.0277,0.27399999999999997,6.69e-06,0.129,0.235,120.055,4.434
Mỗi Người Một Nơi,Pop/Ballad,0.618,0.495,10,-5.664,1,0.0257,0.527,0.0,0.111,0.35200000000000004,106.00399999999999,3.5419833333333335
Anh Chỉ Biết Câm Nín Nghe Tiếng Em Khóc,Pop/Ballad,0.426,0.475,7,-5.284,1,0.0355,0.39799999999999996,0.0,0.0973,0.237,120.085,4.8108
Giấc Mơ Một Cuộc Tình,Pop/Ballad,0.65,0.644,5,-4.742,0,0.0304,0.735,0.0,0.155,0.402,120.036,3.8638166666666667
Em Đã Từng Yêu,Pop/Ballad,0.624,0.58,2,-5.126,0,0.0333,0.878,0.0,0.0751,0.41100000000000003,123.971,4.59885
Em Giờ Đây,Pop/Ballad,0.779,0.515,0,-6.769,1,0.0275,0.7290000000000001,0.0,0.0913,0.531,100.035,4.1912
Yêu Anh Hơn Chính Em,Pop/Ballad,0.665,0.456,2,-6.38,0,0.0265,0.643,0.0,0.11900000000000001,0.235,110.009,4.605416666666667
Xin Lỗi Anh (Sorry),Pop/Ballad,0.753,0.47700000000000004,4,-8.392000000000001,0,0.0823,0.348,0.0,0.276,0.617,86.993,4.370283333333333
Ngốc nghếch,Pop/Ballad,0.855,0.502,1,-14.331,1,0.156,0.00774,1.01e-06,0.332,0.7190000000000001,129.964,4.514833333333334
Mat Anh Boi Tat Ca Nhung Thu Em Cho,Pop/Ballad,0.513,0.38299999999999995,10,-10.298,1,0.0309,0.7509999999999999,3.6e-05,0.0854,0.285,125.723,4.0555
Cham Vao Hanh Phuc,Pop/Ballad,0.594,0.456,5,-9.59,1,0.03,0.7509999999999999,3.27e-06,0.11,0.375,140.03,4.184116666666666
Lung Chung Hanh Phuc Bao Thy,Pop/Ballad,0.483,0.289,2,-10.402000000000001,1,0.0268,0.79,0.0,0.21100000000000002,0.165,149.733,4.732683333333333
Bao Đêm Em Khóc,Pop/Ballad,0.598,0.41100000000000003,4,-7.995,0,0.0327,0.67,0.0,0.361,0.156,116.05,4.682883333333334
Gạt Đi Nước Mắt,Pop/Ballad,0.627,0.426,6,-8.134,1,0.0367,0.556,1.55e-06,0.23,0.33799999999999997,130.124,4.674183333333334
Yêu Làm Chi,Pop/Ballad,0.32,0.264,4,-9.856,0,0.0314,0.81,8.08e-05,0.1,0.319,83.89399999999999,4.3
Xin Lỗi,Pop/Ballad,0.466,0.135,2,-15.218,0,0.0393,0.9520000000000001,0.0039,0.184,0.222,125.84200000000001,4.441666666666666
Rời Bỏ,Pop/Ballad,0.47100000000000003,0.26899999999999996,6,-9.758,0,0.0444,0.9259999999999999,2.3e-06,0.121,0.389,123.78299999999999,4.516666666666667
Chiếc Nhẫn,Pop/Ballad,0.488,0.541,5,-5.284,1,0.0284,0.503,0.0,0.153,0.63,127.9,4.081783333333333
Dịu Dàng Đến Từng Phút Giây,Pop/Ballad,0.8590000000000001,0.66,10,-4.235,0,0.0313,0.302,0.0,0.304,0.6829999999999999,120.02,3.5045333333333333
Đừng Chúc Em Hạnh Phúc,Pop/Ballad,0.503,0.47600000000000003,7,-9.512,0,0.0524,0.7659999999999999,0.0,0.177,0.188,70.935,4.207533333333333
Tôi Đã Quên Thật Rồi,Pop/Ballad,0.6970000000000001,0.77,2,-3.466,1,0.0465,0.524,0.0,0.539,0.44799999999999995,90.023,4.75
Đã Lâu Không Gặp,Pop/Ballad,0.469,0.391,7,-7.44,1,0.0273,0.7929999999999999,0.00014199999999999998,0.185,0.242,143.763,4.7
Uoc Gi,Pop/Ballad,0.736,0.237,2,-14.19,1,0.0419,0.617,0.0,0.105,0.47,123.99600000000001,5.30695
Bài Hát Tặng Em,Pop/Ballad,0.52,0.491,9,-8.8,1,0.19399999999999998,0.863,0.0,0.0856,0.466,147.775,3.66455
Yêu Không Hối Hận,Pop/Ballad,0.424,0.273,7,-9.334,0,0.0289,0.7959999999999999,1.02e-06,0.10800000000000001,0.195,140.234,4.45715
Đường Về Nhà,Pop/Ballad,0.41200000000000003,0.355,2,-11.454,0,0.0318,0.87,0.00124,0.113,0.556,76.666,4.54545
Cho Em,Pop/Ballad,0.456,0.36,11,-9.17,1,0.028999999999999998,0.9520000000000001,0.000169,0.14300000000000002,0.436,143.865,4.747316666666666
Dịu Dàng Đến Từng Phút Giây & Như Vẫn Còn Đây,Pop/Ballad,0.727,0.75,9,-5.334,0,0.0333,0.547,0.0,0.204,0.271,119.978,6.670883333333333
I Love You,Pop/Ballad,0.501,0.556,2,-8.797,1,0.0264,0.486,0.0201,0.17,0.405,73.008,3.8761833333333335
Ngày Em Đi,Pop/Ballad,0.742,0.429,6,-7.104,0,0.0314,0.364,0.0,0.198,0.341,120.06200000000001,4.808666666666666
Từ Nay Về Sau,Pop/Ballad,0.316,0.415,4,-7.028,0,0.0328,0.7120000000000001,0.0,0.102,0.275,86.014,4.056816666666666
Người tình mùa đông,Pop/Ballad,0.579,0.326,9,-7.393,0,0.0267,0.924,5.18e-06,0.335,0.32299999999999995,100.18299999999999,4.4128
Nỗi Nhớ Nơi Con Tim Mồ Côi,Pop/Ballad,0.716,0.602,7,-4.843999999999999,0,0.028999999999999998,0.401,0.0,0.17300000000000001,0.43200000000000005,119.99700000000001,5.4448
Từng Thuộc Về Nhau,Pop/Ballad,0.396,0.5329999999999999,1,-6.669,0,0.0602,0.7559999999999999,0.0,0.10300000000000001,0.32299999999999995,180.011,4.068
Ngày Đôi Ta Là Của Nhau,Pop/Ballad,0.44,0.511,7,-6.3420000000000005,1,0.0294,0.821,0.0,0.292,0.419,144.037,4.54855
Thuong May Cung La Nguoi Dung,Pop/Ballad,0.531,0.51,7,-7.531000000000001,0,0.0426,0.767,0.0,0.132,0.29,136.22799999999998,4.0469333333333335
Mưa Phi Trường - Chợt thấy em khóc - Live,Pop/Ballad,0.47600000000000003,0.759,7,-6.436,0,0.0332,0.442,0.0,0.145,0.28,82.053,4.512816666666667
Sâu Trong Em,Pop/Ballad,0.665,0.636,4,-4.453,0,0.0301,0.59,0.0,0.0614,0.424,100.006,3.96
Khi Người Lớn Cô Đơn,Pop/Ballad,0.5760000000000001,0.38299999999999995,6,-6.609,0,0.0281,0.693,0.0,0.10400000000000001,0.341,113.92399999999999,5.763916666666667
Yêu - Acoustic Version,Pop/Ballad,0.589,0.10800000000000001,3,-22.765,1,0.0406,0.8109999999999999,2.12e-06,0.209,0.311,116.065,4.744533333333333
Còn Gì Đau Hơn Chữ Đã Từng,Pop/Ballad,0.5329999999999999,0.39299999999999996,0,-8.592,0,0.0293,0.852,0.0,0.10400000000000001,0.405,132.086,5.0868
Người Âm Phủ,Pop/Ballad,0.843,0.552,1,-6.379,1,0.0365,0.5660000000000001,0.0682,0.135,0.45899999999999996,119.993,1.76045
Sai,Pop/Ballad,0.6729999999999999,0.642,11,-4.249,0,0.0287,0.693,0.0,0.159,0.7390000000000001,111.949,4.289266666666666
Một Năm Mới Bình An,Pop/Ballad,0.6659999999999999,0.823,0,-7.811,1,0.0335,0.465,0.0,0.102,0.419,113.973,4.1456
Cảm Giác Lúc Ấy Sẽ Ra Sao,Pop/Ballad,0.6559999999999999,0.647,0,-6.006,1,0.0293,0.313,0.0,0.121,0.335,129.941,4.2153833333333335
Anh Hiểu Không,Pop/Ballad,0.41600000000000004,0.33799999999999997,11,-9.362,0,0.0555,0.884,8.15e-06,0.131,0.26899999999999996,165.553,4.3494
Yêu Em Dại Khờ,Pop/Ballad,0.7120000000000001,0.78,11,-4.105,0,0.0376,0.33399999999999996,0.0,0.12300000000000001,0.247,89.99799999999999,4.5
Hết Thương Cạn Nhớ,Pop/Ballad,0.527,0.209,2,-9.568999999999999,0,0.0417,0.889,0.0,0.0979,0.37200000000000005,131.917,5.079316666666666
Cuộc Sống Em Ổn Không,Pop/Ballad,0.619,0.45899999999999996,5,-5.925,1,0.0318,0.863,0.0,0.20600000000000002,0.319,133.94299999999998,5.667916666666667
Em Của Ngày Hôm Qua,Pop/Ballad,0.679,0.6709999999999999,0,-12.394,0,0.053,0.254,0.0008300000000000001,0.0923,0.5589999999999999,112.03,4.399166666666667
Xiêu Lòng,Pop/Ballad,0.7040000000000001,0.503,1,-10.935,1,0.0346,0.7240000000000001,8.7e-06,0.102,0.747,119.988,3.8183
Yêu Không Đường Lui,Pop/Ballad,0.634,0.902,4,-4.255,1,0.0684,0.5670000000000001,0.0,0.813,0.7709999999999999,99.98299999999999,5.320316666666667
Ngại Ngùng,Pop/Ballad,0.601,0.39399999999999996,6,-7.647,1,0.0279,0.7709999999999999,0.0,0.1,0.19699999999999998,75.02199999999999,5.0212666666666665
Yêu Là... (Invisible),Pop/Ballad,0.462,0.302,7,-9.363999999999999,1,0.0367,0.623,0.0,0.0786,0.532,188.291,3.661366666666667
Yêu Là Cưới,Pop/Ballad,0.7609999999999999,0.7559999999999999,6,-5.415,1,0.0561,0.488,0.0,0.107,0.762,119.936,3.3872166666666668
Không Yêu Đừng Gây Thương Nhớ,Pop/Ballad,0.44,0.41100000000000003,9,-8.552999999999999,1,0.0526,0.507,0.0,0.37,0.158,179.93,4.6952
Người Ta Đâu Thương Em,Pop/Ballad,0.5820000000000001,0.172,9,-11.322000000000001,1,0.0311,0.92,0.0,0.365,0.33299999999999996,84.852,4.5614
Bởi Vì Là Khi Yêu,Pop/Ballad,0.7509999999999999,0.579,5,-5.6739999999999995,1,0.0367,0.311,0.0,0.233,0.34600000000000003,116.0,4.2069
24h,Pop/Ballad,0.763,0.619,8,-8.427,1,0.07200000000000001,0.526,4.8100000000000004e-05,0.102,0.11699999999999999,119.985,4.283333333333333
Anh Nhà Ở Đâu Thế,Pop/Ballad,0.605,0.502,7,-6.781000000000001,0,0.18600000000000003,0.5479999999999999,0.0,0.11900000000000001,0.654,139.376,3.5
Cầu Hôn,Pop/Ballad,0.523,0.392,7,-8.588,1,0.0369,0.563,4.8899999999999996e-05,0.0912,0.531,127.148,3.308333333333333
Sao Anh Chưa Về Nhà,Pop/Ballad,0.569,0.526,4,-8.203,1,0.0679,0.687,0.0,0.17800000000000002,0.413,110.932,4.575
"Liên Khúc K V-pop Hits Có Ai Thương Em Như Anh, Sao Người Ta Nỡ Làm Mình Đau, Không Sao Mà, Em Đây Rồi",Pop/Ballad,0.48,0.226,4,-12.815,1,0.0426,0.8859999999999999,9.37e-05,0.20600000000000002,0.27699999999999997,101.179,6.558333333333334
Lạc Nhau Có Phải Muôn Đời,Pop/Ballad,0.442,0.203,8,-12.189,1,0.0334,0.9570000000000001,2.1600000000000003e-05,0.162,0.193,126.67299999999999,4.45
Sài Gòn Đẹp Lắm,Pop/Ballad,0.731,0.8220000000000001,11,-4.803999999999999,1,0.23600000000000002,0.69,0.0,0.079,0.878,134.296,1.9666666666666666
Mùa Đông Chưa Bao Giờ Tới (Live at XHTĐRLX),Pop/Ballad,0.431,0.166,6,-12.783,1,0.0402,0.943,5.0900000000000004e-05,0.11900000000000001,0.247,133.304,4.766666666666667
Không Thể Cùng Nhau Suốt Kiếp (Live at XHTĐRLX),Pop/Ballad,0.348,0.308,10,-9.254,1,0.0445,0.883,0.0,0.135,0.345,71.908,4.983333333333333
Chiếc Lá Mùa Đông,Pop/Ballad,0.478,0.113,2,-15.51,1,0.0485,0.9309999999999999,2.57e-06,0.0947,0.263,123.71700000000001,4.333333333333333
Sài Gòn Đau Lòng Quá (Live at XHTĐRLX),Pop/Ballad,0.534,0.21899999999999997,7,-11.637,1,0.035,0.8190000000000001,7.47e-05,0.11199999999999999,0.38,83.999,4.941666666666666
Nếu Ta Không May,Pop/Ballad,0.368,0.455,11,-6.604,1,0.0415,0.8420000000000001,0.0,0.0975,0.305,79.918,5.475
Drama Queen,Pop/Ballad,0.659,0.485,10,-6.337000000000001,0,0.0369,0.653,0.000196,0.107,0.303,114.977,4.5913
Em Oi Cu Vui,Pop/Ballad,0.83,0.8220000000000001,7,-1.443,1,0.0387,0.0933,0.0975,0.11800000000000001,0.525,127.971,3.328116666666667
Ngôi Sao Lẻ Loi,Indie/Hip Hop,0.611,0.768,10,-5.849,0,0.0408,0.746,2.98e-05,0.0545,0.8540000000000001,148.032,5.528116666666667
Everyday,Pop/Ballad,0.664,0.872,0,-3.15,0,0.0789,0.10300000000000001,0.0,0.127,0.449,149.881,4.32
Let Me Forget You,Pop/Ballad,0.6829999999999999,0.557,6,-7.382999999999999,0,0.0441,0.909,9.77e-05,0.162,0.33399999999999996,115.08,4.02265
CHẠY NGAY ĐI - Onionn Remix,Pop/Ballad,0.758,0.9079999999999999,2,-1.4969999999999999,0,0.0352,0.257,0.0,0.0759,0.88,124.98200000000001,3.84
Fall In Love,Pop/Ballad,0.738,0.8140000000000001,7,-4.053,0,0.0426,0.16,1.41e-06,0.105,0.7440000000000001,139.94799999999998,3.7714333333333334
Em mới là người yêu anh,Pop/Ballad,0.679,0.8420000000000001,7,-4.716,1,0.0311,0.00602,0.0,0.16399999999999998,0.0758,97.99700000000001,3.816333333333333
Chị Ngả Em Nâng,Pop/Ballad,0.765,0.569,9,-5.445,0,0.0925,0.265,0.00179,0.0855,0.48200000000000004,99.95100000000001,3.76
Noi Nay Co Anh,Pop/Ballad,0.523,0.85,0,-5.245,1,0.0305,0.0449,0.0008269999999999999,0.13,0.37,91.98299999999999,4.335466666666667
September Flower,Pop/Ballad,0.7829999999999999,0.805,0,-2.529,1,0.049,0.35100000000000003,0.00164,0.078,0.6759999999999999,128.028,3.8125
Chỉ Có Em,Pop/Ballad,0.8290000000000001,0.721,1,-6.8660000000000005,1,0.109,0.21600000000000003,0.0,0.132,0.764,116.05,4.193766666666667
Dung Tron Trong Phong (feat. Kimmese),Indie/Hip Hop,0.701,0.763,10,-6.099,1,0.114,0.156,1.58e-05,0.16399999999999998,0.688,173.956,4.758616666666667
Người Hãy Quên 'em Đi,Pop/Ballad,0.778,0.623,2,-6.574,0,0.0353,0.748,0.0,0.0819,0.44,112.021,3.8747
Xin Hay Thu Tha (Feat. Suboi),Pop/Ballad,0.835,0.752,1,-6.1160000000000005,0,0.042,0.23800000000000002,0.0,0.252,0.583,116.991,4.25845
Ta Say,Pop/Ballad,0.71,0.5760000000000001,10,-6.631,1,0.0354,0.7,0.00235,0.341,0.467,120.03200000000001,3.3001666666666667
Say You Do - 2018,Pop/Ballad,0.7170000000000001,0.56,5,-6.737,1,0.0426,0.485,0.27399999999999997,0.10400000000000001,0.629,89.96700000000001,3.664
Ta Cam On - 2018,Pop/Ballad,0.623,0.5760000000000001,0,-7.391,0,0.0564,0.306,0.12,0.384,0.303,154.03,3.22045
một file âm thanh nhỏ.mp3,Indie/Hip Hop,0.826,0.46799999999999997,5,-13.356,1,0.0554,0.7020000000000001,0.005370000000000001,0.0933,0.263,115.054,3.9391333333333334
Hello (foolish),Indie/Hip Hop,0.885,0.478,5,-7.516,0,0.0546,0.342,0.0,0.0868,0.618,115.039,4.034783333333333
Tình Đơn Phương,Indie/Hip Hop,0.7979999999999999,0.46,7,-9.249,0,0.0426,0.365,6.61e-06,0.0519,0.226,120.009,4.7148
Cà Phê Không Đường,Indie/Hip Hop,0.741,0.384,2,-10.588,1,0.0472,0.701,3.28e-05,0.113,0.413,89.934,2.95555
Đâu Cần Một Bài Ca Tình Yêu - Dsmall Remix,Pop/Ballad,0.662,0.8320000000000001,11,-5.402,1,0.07,0.18,6.28e-05,0.0534,0.498,103.958,4.3269166666666665
Loving You Sunny,Indie/Hip Hop,0.71,0.561,11,-7.281000000000001,0,0.0513,0.764,0.0,0.1,0.79,139.984,4.914283333333334
Đố Em Biết Anh Đang Nghĩ Gì,Indie/Hip Hop,0.601,0.445,4,-12.119000000000002,0,0.47200000000000003,0.7390000000000001,0.0,0.0829,0.564,180.044,4.103933333333333
Sao Không Nhìn Em Âu Yếm,Indie/Hip Hop,0.679,0.643,9,-4.167,0,0.0324,0.662,0.00479,0.0938,0.461,95.038,3.62105
Đưa Nhau Đi Trốn (Chill Version),Indie/Hip Hop,0.753,0.593,2,-9.869,1,0.17600000000000002,0.603,7.659999999999999e-05,0.129,0.105,127.11,4.03265
Chắc Anh Đang (Remix),Pop/Ballad,0.506,0.395,0,-7.435,1,0.0318,0.49200000000000005,1.26e-06,0.258,0.21100000000000002,109.941,3.5282666666666667
Lời Yêu Em,Indie/Hip Hop,0.523,0.247,9,-16.648,1,0.0592,0.956,3.98e-05,0.11900000000000001,0.344,110.391,4.75255
Don't You Go,Pop/Ballad,0.701,0.805,9,-3.45,1,0.0318,0.508,6.809999999999999e-05,0.204,0.815,126.014,4.0328
Real Love,Indie/Hip Hop,0.6890000000000001,0.8190000000000001,0,-7.905,1,0.0353,0.0377,0.0,0.306,0.508,120.03399999999999,3.600983333333333
K (Part 2),Indie/Hip Hop,0.657,0.544,7,-7.45,0,0.0319,0.725,0.0,0.212,0.705,88.015,3.86395
Người Lạ Nơi Cuối Con Đường,Indie/Hip Hop,0.735,0.795,7,-6.167000000000001,1,0.0374,0.13,0.0,0.153,0.769,103.012,3.8104
2Am,Indie/Hip Hop,0.71,0.551,3,-7.406000000000001,1,0.0531,0.767,0.0,0.0695,0.759,128.013,4.30585
Dù Anh Có Đứng Lại (The Remix),Indie/Hip Hop,0.653,0.424,1,-20.758000000000003,1,0.0514,0.48700000000000004,0.171,0.599,0.5770000000000001,94.978,3.74075
Play Girl (The Remix),Indie/Hip Hop,0.669,0.391,8,-17.94,0,0.0953,0.0135,0.0173,0.38,0.815,125.02,4.096233333333333
"LK Forever Alone, Nóng (The Remix)",Indie/Hip Hop,0.526,0.784,6,-7.08,0,0.0956,0.145,8.859999999999999e-05,0.10400000000000001,0.6729999999999999,150.031,4.034416666666667
Không Tin Một Sớm Mai Bình Yên Remix,Indie/Hip Hop,0.435,0.679,5,-9.297,0,0.0653,0.184,2.23e-05,0.0879,0.6729999999999999,112.036,5.17485
Ngọn Nến Trước Gió,Indie/Hip Hop,0.722,0.574,5,-11.225999999999999,1,0.153,0.759,0.0,0.188,0.72,94.06,4.175233333333333
Hoa Sữa,Indie/Hip Hop,0.271,0.664,6,-8.621,0,0.14800000000000002,0.47700000000000004,0.0,0.0715,0.384,173.891,4.952816666666667
Vui Di Em,Pop/Ballad,0.769,0.603,4,-8.828,0,0.0516,0.0496,2.3e-05,0.22399999999999998,0.539,122.99700000000001,4.032516666666667
Đã Đến Lúc,Pop/Ballad,0.652,0.809,3,-4.712,0,0.0379,0.0445,0.0,0.12300000000000001,0.21100000000000002,133.018,4.210533333333333
Xin Anh Đừng,Indie/Hip Hop,0.775,0.589,8,-6.392,0,0.0331,0.625,0.0,0.0752,0.915,109.991,3.8569833333333334
Talk To You,Indie/Hip Hop,0.825,0.627,7,-7.876,1,0.0314,0.722,0.000992,0.16399999999999998,0.836,107.03299999999999,3.2509333333333332
Cuộc Gọi Cuối (Last Call),Indie/Hip Hop,0.6409999999999999,0.509,5,-7.226,1,0.0341,0.452,0.0,0.109,0.401,139.958,4.608866666666667
Vu Vơ,Indie/Hip Hop,0.785,0.539,1,-5.3420000000000005,1,0.0364,0.56,1.05e-05,0.10400000000000001,0.215,129.99,3.5851
Thích Rồi Đấy,Pop/Ballad,0.8270000000000001,0.8320000000000001,7,-3.761,1,0.055,0.165,0.0194,0.0963,0.9490000000000001,118.01,3.55085
Mr. Right (Khi Anh Yêu Em),Pop/Ballad,0.6559999999999999,0.855,11,-2.299,0,0.0393,0.0679,0.000371,0.0993,0.708,127.993,4.11355
Ta Đã Yêu Chưa Vậy,Pop/Ballad,0.633,0.726,2,-7.902,0,0.0934,0.5539999999999999,0.0,0.0979,0.516,139.893,4.0807166666666665
Trên Lầu Cao,Indie/Hip Hop,0.823,0.631,8,-6.416,1,0.0775,0.336,3.76e-06,0.107,0.40299999999999997,124.007,3.8709666666666664
Ai Cần Ai,Pop/Ballad,0.782,0.742,1,-3.392,0,0.0366,0.205,0.0,0.0562,0.7440000000000001,122.09700000000001,3.4098333333333333
Over You,Pop/Ballad,0.598,0.551,6,-10.523,0,0.114,0.491,9.83e-05,0.37200000000000005,0.39399999999999996,141.941,3.352116666666667
Phút Giây Tuyệt Vời,Pop/Ballad,0.738,0.7170000000000001,11,-7.482,0,0.109,0.40299999999999997,0.0,0.413,0.624,124.973,3.6734833333333334
Vi Anh Van,Pop/Ballad,0.552,0.485,3,-9.051,1,0.0383,0.524,0.0,0.0827,0.49,159.761,4.923316666666667
Ngày Chờ Tháng Nhớ Năm Thương - Original Version,Pop/Ballad,0.79,0.693,1,-6.142,1,0.0814,0.251,0.00489,0.129,0.162,94.98700000000001,3.7473666666666667
Ngày Chờ Tháng Nhớ Năm Thương - Radio Mixed Version,Pop/Ballad,0.7709999999999999,0.6509999999999999,10,-5.308,0,0.0752,0.327,6.61e-05,0.35,0.545,95.007,3.66315
Truyen Thai Y (feat. Masew),Pop/Ballad,0.872,0.745,8,-4.732,0,0.0429,0.5379999999999999,0.000859,0.0757,0.667,122.054,3.0169
Đố Em Biết Anh Đang Nghĩ Gì (Madihu Remix),Indie/Hip Hop,0.792,0.5579999999999999,4,-7.314,0,0.151,0.18,0.0,0.151,0.321,93.03299999999999,3.8006333333333333
Simple Love,Indie/Hip Hop,0.96,0.557,6,-9.616,0,0.109,0.17300000000000001,0.0,0.664,0.65,129.98,3.562666666666667
Thac Mac?,Pop/Ballad,0.612,0.46299999999999997,2,-9.185,1,0.0766,0.665,2.46e-05,0.638,0.642,143.983,3.4261166666666667
Mot Dem Say (X),Pop/Ballad,0.8440000000000001,0.151,9,-13.833,1,0.040999999999999995,0.6,4.8100000000000004e-05,0.122,0.359,110.046,3.8952166666666668
2+3=5,Indie/Hip Hop,0.917,0.415,9,-10.071,0,0.073,0.759,0.000739,0.109,0.5660000000000001,120.025,2.8666666666666667
Ticket For Two,Pop/Ballad,0.858,0.47700000000000004,0,-9.988,0,0.0445,0.51,0.00010400000000000001,0.0703,0.863,117.008,2.89995
Tại Mưa,Indie/Hip Hop,0.8109999999999999,0.39799999999999996,7,-6.702999999999999,1,0.031,0.894,0.721,0.0876,0.613,100.03200000000001,4.96
Nếu Em Không Phiền,Indie/Hip Hop,0.484,0.6579999999999999,7,-8.584,1,0.0576,0.184,0.373,0.20600000000000002,0.115,200.045,5.2
Quay,Indie/Hip Hop,0.883,0.392,9,-10.221,1,0.289,0.6940000000000001,0.0,0.10400000000000001,0.794,139.94899999999998,3.9595333333333333
HONGKONG12,Indie/Hip Hop,0.738,0.415,10,-16.83,1,0.0589,0.536,4.3700000000000005e-05,0.0967,0.37799999999999995,92.012,4.225516666666667
